Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,ytd,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,High_52W,Pct_From_52W_High,At_52W_High
180,RSG,Environmental Services,15.0,15.1,5.9,,-0.3,-10.4,-11.4,-19.7,-30.2,-25.7,-16.4,15.0,149.9,-8.6,1.7,529.0,612.4037505427741,165.3,185.0,185.0,193.0,193.0,43.44,43.44,270.94,270.94,30,50.61141225519873,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,185.0,185.0,193.0,193.0,43.44,43.44,403.0,40.0,3.0,25.0,0.0,270.94,270.94,63966441454.87,63.966,201.0,large,equity,data_raw,233.42,-10.93,False
181,487230.KS,Korea ETF (My Portfolio),64.5,67.3,0.9,,2.4,10.1,23.3,31.4,,,,64.5,59.1,-7.9,1.7,26.2,8.141705180429119,87.7,308.0,308.0,147.0,147.0,17.5,17.5,271.65,271.65,0,0.0,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,308.0,308.0,147.0,147.0,17.5,17.5,69.0,0.0,50.0,25.0,0.0,271.65,271.65,21026000000.0,21.026,,etf,etf,data_raw,28315.0,-6.98,False
182,ORLY,Auto Parts,39.6,43.6,2.2,,-5.7,-11.8,-15.0,-21.3,-27.0,-17.4,1.9,39.6,154.4,-48.4,1.2,241.0,230.91851697998644,189.9,160.0,160.0,167.0,167.0,38.44,38.44,271.69,271.69,29,127.79405289744588,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,160.0,160.0,167.0,167.0,38.44,38.44,445.0,40.0,3.0,25.0,0.0,271.69,271.69,73258414248.12,73.258,176.0,large,equity,data_raw,108.72,-18.69,False
183,LIN,Industrial Gases,16.3,31.6,4.2,,-1.5,-6.5,-0.4,-4.3,-21.9,-22.4,-17.4,16.3,97.5,-20.7,1.5,101.8,114.65144321929944,166.5,180.0,180.0,188.0,188.0,84.78,84.78,272.23,272.23,-14,20.2328074965087,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,180.0,180.0,188.0,188.0,84.78,84.78,237.0,4.0,3.0,25.0,0.0,272.23,272.23,234618148103.39,234.618,52.0,cap100,equity,data_raw,521.28,-2.57,False
184,SOL-USD,Cryptocurrency,720.9,6.4,-1.6,,-18.7,-25.2,-36.5,-56.8,-46.5,-28.3,,720.9,11126.9,-44.7,1.5,29590.4,1866.7597758624956,798.8,34.0,34.0,31.0,31.0,71.0,71.0,272.85,272.85,-3,-3104.520076909354,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,34.0,34.0,31.0,31.0,71.0,71.0,573.0,58.0,14.0,25.0,0.0,272.85,272.85,39810734206.7,39.811,,crypto,crypto,data_raw,237.3225,-72.81,False
185,FER,Infrastructure,26.6,59.4,-4.8,,-4.4,-11.5,-10.7,-3.8,20.0,41.0,35.3,26.6,84.6,-59.5,1.2,50.0,-0.1692324145682428,176.9,173.0,173.0,182.0,182.0,27.98,27.98,274.83,274.83,-59,1.033592102173984,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,173.0,173.0,182.0,182.0,27.98,27.98,338.0,20.0,3.0,25.0,0.0,274.83,274.83,47619186620.04,47.619,247.0,large,equity,data_raw,74.79,-10.67,False
186,FFIV,Enterprise Technology,2.9,78.9,13.9,,12.4,21.9,33.6,26.8,47.7,45.4,38.1,2.9,27.0,-84.3,1.4,-43.3,-140.59235028496565,153.2,199.0,199.0,211.0,211.0,47.87,47.87,275.37,275.37,-32,-118.601679253903,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,199.0,199.0,211.0,211.0,47.87,47.87,51.0,0.0,3.0,0.0,0.0,275.37,275.37,23056289685.63,23.056,378.0,other,equity,data_raw,411.515,-4.41,False
187,CHRW,Trucking,6.4,68.3,5.7,,0.9,-3.7,-3.0,17.7,53.9,41.9,33.5,6.4,52.0,-90.7,1.7,-40.6,-169.95308835005875,156.7,193.0,193.0,204.0,204.0,41.8,41.8,275.85,275.85,-12,-131.4933728326169,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,193.0,193.0,204.0,204.0,41.8,41.8,148.0,0.0,3.0,-6.0,0.0,275.85,275.85,21758184391.12,21.758,393.0,other,equity,data_raw,203.34,-9.47,False
188,GLD,Gold (ETF),6.2,46.0,-2.8,,-3.8,-13.6,-12.1,-3.4,24.2,32.6,23.1,6.2,82.5,-58.5,1.4,29.4,-5.904622970158074,156.5,195.0,195.0,206.0,206.0,39.25,39.25,276.6,276.6,25,14.336406540703273,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,195.0,195.0,206.0,206.0,39.25,39.25,352.0,20.0,3.0,-2.0,0.0,276.6,276.6,150367518720.0,150.368,,etf,etf,data_raw,509.7,-19.31,False
189,AFL,Insurance - Life,0.3,43.4,5.2,,0.3,-4.2,-4.8,-6.6,-13.9,-3.5,7.3,0.3,67.0,-50.0,1.4,51.5,49.94620153584218,150.6,201.0,201.0,212.0,212.0,70.78,70.78,276.83,276.83,40,10.100924627721042,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,201.0,201.0,212.0,212.0,70.78,70.78,254.0,0.0,3.0,25.0,0.0,276.83,276.83,58680870048.15,58.681,211.0,large,equity,data_raw,119.81,-1.31,False
190,TEL,Electronic Components,-5.4,41.9,8.4,,3.8,-3.7,-7.0,-6.2,6.0,-0.6,0.4,-5.4,51.0,-45.6,1.6,0.0,-441.27570051848335,144.9,206.0,206.0,220.0,220.0,50.92,50.92,277.12,277.12,54,-400.43922480026674,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,206.0,206.0,220.0,220.0,50.92,50.92,246.0,0.0,3.0,-4.0,0.0,277.12,277.12,64435997629.25,64.436,200.0,large,equity,data_raw,252.56,-12.6,False
191,IRDM,Satellite Communications,33.1,46.6,0.3,,18.0,52.5,108.3,109.8,47.0,2.0,-14.4,33.1,235.3,-142.6,3.4,-168.6,-71.89825431263668,183.3,166.0,166.0,172.0,172.0,74.89,74.89,277.49,277.49,-18,-5.7321479388836,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,166.0,166.0,172.0,172.0,74.89,74.89,12.0,0.0,3.0,0.0,0.0,277.49,277.49,5505243597.81,5.505,535.0,other,equity,data_raw,53.8299,-12.02,False
192,RJF,Investment Banking & Brokerage,9.0,31.0,8.6,,-2.6,-7.0,-11.0,-17.0,-21.3,-22.4,-0.5,9.0,106.2,-34.2,1.2,182.6,182.96164041969192,159.2,190.0,190.0,200.0,200.0,81.78,81.78,277.63,277.63,102,0.29784785838188554,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,190.0,190.0,200.0,200.0,81.78,81.78,371.0,22.0,3.0,-2.0,0.0,277.63,277.63,29331844376.82,29.332,322.0,other,equity,data_raw,177.31,-15.11,False
193,MELI,Internet Retail,91.3,18.1,-2.5,,-11.0,-14.9,-22.2,-35.7,-46.7,-46.5,-50.2,91.3,549.4,-11.6,1.4,1354.6,265.1019639643298,241.6,127.0,127.0,130.0,130.0,63.19,63.19,278.19,278.19,-13,-666.2728836177404,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,127.0,127.0,130.0,130.0,63.19,63.19,529.0,58.0,3.0,0.0,0.0,278.19,278.19,82878740675.23,82.879,146.0,large,equity,data_raw,2548.5,-35.85,False
194,CFG,Banks - Regional,-15.7,47.3,5.0,,-0.3,-3.7,-2.3,6.4,35.2,18.1,15.4,-15.7,47.4,-71.4,1.6,0.0,-333.11836113900034,134.5,219.0,219.0,236.0,236.0,55.93,55.93,278.23,278.23,2,-284.44819358898667,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,219.0,219.0,236.0,236.0,55.93,55.93,181.0,0.0,3.0,-2.0,0.0,278.23,278.23,27022156739.07,27.022,345.0,other,equity,data_raw,68.79,-6.99,False
195,COR,Biotechnology,61.6,38.0,0.2,,-6.9,-20.5,-26.0,-27.3,-26.2,-9.7,24.5,61.6,218.4,-33.7,1.2,392.0,201.27935157107578,211.9,144.0,144.0,150.0,150.0,51.78,51.78,279.88,279.88,6,26.28964501824848,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,144.0,144.0,150.0,150.0,51.78,51.78,526.0,58.0,3.0,-2.0,0.0,279.88,279.88,52593747164.21,52.594,229.0,large,equity,data_raw,377.54,-27.15,False
196,SYF,Consumer Finance,16.8,48.4,-1.7,,-5.7,-7.8,-12.4,-13.3,10.1,15.9,29.3,16.8,104.4,-64.4,1.3,95.8,14.0562611571813,167.1,179.0,179.0,187.0,187.0,35.37,35.37,279.97,279.97,-28,-12.769712050612757,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,179.0,179.0,187.0,187.0,35.37,35.37,375.0,22.0,3.0,25.0,0.0,279.97,279.97,23808285318.15,23.808,372.0,other,equity,data_raw,88.77,-20.27,False
197,F,Auto Manufacturers,-29.3,32.9,-16.0,,8.8,8.5,9.1,16.8,10.4,-6.6,8.4,-29.3,98.7,-91.2,1.4,0.0,-1.6088779083345268,121.0,246.0,246.0,265.0,265.0,76.86,76.86,280.36,280.36,-51,74.00127778125372,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,246.0,246.0,265.0,265.0,76.86,76.86,92.0,0.0,3.0,0.0,0.0,280.36,280.36,60038314695.56,60.038,208.0,large,equity,data_raw,17.78,-16.2,False
198,MCHP,Semiconductors,-21.0,50.1,2.4,,2.4,15.2,28.0,31.6,3.1,-14.5,-20.8,-21.0,64.3,-105.7,1.7,0.0,-122.5542201804242,129.3,225.0,225.0,243.0,243.0,78.14,78.14,280.59,280.59,-6,-78.31189865229399,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,225.0,225.0,243.0,243.0,78.14,78.14,64.0,0.0,3.0,0.0,0.0,280.59,280.59,52202236414.59,52.202,233.0,large,equity,data_raw,105.91,-16.59,False
199,DAL,Industrials,-60.8,35.4,-5.9,,4.0,5.2,6.8,17.2,22.9,24.7,2.5,-60.8,13.2,-100.5,1.6,0.0,-8.773574202918683,89.5,302.0,302.0,331.0,331.0,45.67,45.67,282.57,282.57,-8,95.29170858084166,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,302.0,302.0,331.0,331.0,45.67,45.67,104.0,0.0,3.0,0.0,0.0,282.57,282.57,52237621376.89,52.238,232.0,large,equity,data_raw,83.83,-5.26,False
200,CRH,Building Materials,50.9,50.2,-3.5,,-6.4,-12.3,-17.1,-17.1,-7.7,26.3,45.0,50.9,147.4,-45.2,1.2,193.6,17.412976906449426,201.2,152.0,152.0,157.0,157.0,35.78,35.78,282.68,282.68,-11,-64.78724979073628,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,152.0,152.0,157.0,157.0,35.78,35.78,440.0,58.0,3.0,0.0,0.0,282.68,282.68,71210096815.2,71.21,181.0,large,equity,data_raw,131.55,-20.14,False
201,ALNY,Biotechnology,6.4,23.5,0.5,,0.2,-10.5,-20.1,-29.9,-12.7,-16.6,-9.5,6.4,206.0,-54.2,1.5,367.9,214.77504724705406,156.7,193.0,193.0,204.0,204.0,41.89,41.89,284.34,284.34,4,58.98490026708441,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,193.0,193.0,204.0,204.0,41.89,41.89,468.0,58.0,3.0,-2.0,0.0,284.34,284.34,40539759621.47,40.54,267.0,large,equity,data_raw,495.55,-38.85,False
202,LII,HVAC Equipment,-28.9,14.3,4.4,,-1.1,-6.4,-5.7,-15.2,-31.5,-15.8,-23.9,-28.9,101.7,-50.5,1.7,0.0,196.6125469690043,121.4,243.0,243.0,262.0,262.0,70.67,70.67,284.92,284.92,38,-191.1901817949128,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,243.0,243.0,262.0,262.0,70.67,70.67,326.0,14.0,3.0,-2.0,0.0,284.92,284.92,18029168016.17,18.029,427.0,other,equity,data_raw,575.5,-11.65,False
203,ALL,Insurance - Property & Casualty,-10.0,39.6,6.2,,-2.6,-7.0,-7.0,-9.7,-5.9,-2.9,-4.2,-10.0,53.0,-50.7,1.4,0.0,31.678722859670433,140.3,211.0,211.0,226.0,226.0,54.78,54.78,285.78,285.78,23,5.065696352077435,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,211.0,211.0,226.0,226.0,54.78,54.78,311.0,4.0,3.0,25.0,0.0,285.78,285.78,54274627938.5,54.275,223.0,large,equity,data_raw,227.62,-2.9,False
204,MNST,Beverages - Non-Alcoholic,-11.3,59.7,1.0,,4.7,2.2,2.7,10.3,9.7,3.6,-1.0,-11.3,35.7,-79.6,1.4,0.0,-41.294466209393214,139.0,212.0,212.0,227.0,227.0,83.14,83.14,286.24,286.24,-11,-12.921951547284056,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,212.0,212.0,227.0,227.0,83.14,83.14,134.0,0.0,3.0,0.0,0.0,286.24,286.24,86592838954.79,86.593,141.0,large,equity,data_raw,90.4449,-2.11,False
205,IVZ,Asset Management,-44.8,53.5,-1.7,,3.0,0.8,0.9,16.9,41.3,21.5,23.7,-44.8,8.3,-104.9,1.8,0.0,-33.17667040085269,105.4,272.0,272.0,295.0,295.0,57.48,57.48,286.88,286.88,-2,40.43619602323508,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,272.0,272.0,295.0,295.0,57.48,57.48,128.0,0.0,3.0,0.0,0.0,286.88,286.88,12487666072.75,12.488,474.0,other,equity,data_raw,29.61,-7.63,False
206,MO,Tobacco,-6.7,67.9,3.7,,-3.7,-5.8,1.0,2.0,21.4,25.2,32.4,-6.7,23.0,-68.4,1.3,0.0,-42.909140754539685,143.5,209.0,209.0,222.0,222.0,48.15,48.15,288.9,288.9,-51,-33.04651083648139,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,209.0,209.0,222.0,222.0,48.15,48.15,202.0,4.0,3.0,25.0,0.0,288.9,288.9,117894318642.95,117.894,102.0,large,equity,data_raw,74.555,-5.3,False
207,XOM,Integrated Oil & Gas,17.2,57.0,6.4,,-1.8,-8.8,-0.1,11.4,2.5,13.0,48.5,17.2,94.8,-84.9,1.5,-3.1,-29.530176956910633,167.5,176.0,176.0,184.0,184.0,33.14,33.14,290.74,290.74,35,-26.16099759540461,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,176.0,176.0,184.0,184.0,33.14,33.14,182.0,4.0,3.0,25.0,0.0,290.74,290.74,630197738681.86,630.198,19.0,cap100,equity,data_raw,176.395,-13.81,False
208,UAL,Industrials,-61.7,37.0,-11.2,,1.2,-3.6,-6.6,-4.1,27.3,33.5,11.0,-61.7,37.9,-119.5,1.3,0.0,-2.1986214779737505,88.6,304.0,304.0,333.0,333.0,36.57,36.57,290.82,290.82,-34,61.449254071192826,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,304.0,304.0,333.0,333.0,36.57,36.57,239.0,0.0,3.0,0.0,0.0,290.82,290.82,34060348048.73,34.06,301.0,other,equity,data_raw,119.21,-11.97,False
209,FITB,Banks - Regional,-22.0,29.8,8.1,,2.3,-1.5,-0.5,2.7,8.8,-5.5,-2.4,-22.0,50.1,-51.9,1.5,0.0,-1053.1228134908915,128.3,230.0,230.0,247.0,247.0,60.57,60.57,293.27,293.27,46,-990.0575586456899,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,230.0,230.0,247.0,247.0,60.57,60.57,172.0,0.0,3.0,-4.0,0.0,293.27,293.27,46946937494.94,46.947,250.0,large,equity,data_raw,55.44,-6.19,False
210,SO,Electric Utilities,34.1,46.0,-1.2,,-3.6,-11.1,-9.4,-14.3,-20.4,-16.1,-6.2,34.1,116.9,-35.5,1.2,162.6,49.27964326107963,184.4,164.0,164.0,171.0,171.0,77.33,77.33,294.63,294.63,-4,-23.999375541171972,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,164.0,164.0,171.0,171.0,77.33,77.33,378.0,14.0,3.0,25.0,0.0,294.63,294.63,103283329694.98,103.283,119.0,large,equity,data_raw,100.84,-9.14,False
211,WRB,Property & Casualty Insurance,17.1,27.1,7.9,,-1.0,-8.4,-11.7,-18.6,-18.3,-12.9,-5.6,17.1,107.3,-27.7,1.4,224.5,226.1249043744475,167.4,177.0,177.0,185.0,185.0,81.78,81.78,297.38,297.38,55,64.25194510493063,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,177.0,177.0,185.0,185.0,81.78,81.78,389.0,22.0,3.0,25.0,0.0,297.38,297.38,24685669190.04,24.686,364.0,other,equity,data_raw,78.96,-16.02,False
212,SNA,Tools & Accessories,-13.1,40.6,6.6,,-0.6,-6.0,-4.1,-2.2,-9.3,-4.2,6.5,-13.1,29.6,-41.8,1.4,0.0,-0.0,137.2,215.0,215.0,230.0,230.0,90.67,90.67,298.72,298.72,6,-0.0,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,215.0,215.0,230.0,230.0,90.67,90.67,238.0,4.0,3.0,-4.0,0.0,298.72,298.72,19627745656.23,19.628,414.0,other,equity,data_raw,400.88,-5.48,False
213,DOV,Diversified Machinery,-5.3,34.3,2.9,,-3.4,-8.4,-4.3,-0.4,-10.6,-19.8,-22.4,-5.3,62.8,-40.4,2.0,0.0,20.297199816492437,144.9,206.0,206.0,219.0,219.0,105.87,105.87,301.22,301.22,8,-2.3654072823722814,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,206.0,206.0,219.0,219.0,105.87,105.87,259.0,4.0,3.0,-4.0,0.0,301.22,301.22,28746172210.96,28.746,328.0,other,equity,data_raw,237.54,-9.59,False
214,BLDR,Building Materials,27.2,7.8,-0.7,,-3.3,-17.0,-27.9,-42.2,-82.2,-80.1,-43.0,27.2,761.1,-34.7,1.4,2881.2,2591.851729428159,177.4,172.0,172.0,181.0,181.0,77.38,77.38,303.08,303.08,2,-1176.7518808035456,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,172.0,172.0,181.0,181.0,77.38,77.38,542.0,58.0,3.0,0.0,0.0,303.08,303.08,8064839863.55,8.065,519.0,other,equity,data_raw,131.5,-44.0,False
215,HIG,Insurance - Diversified,9.1,47.7,1.1,,-5.0,-12.4,-14.0,-16.1,-12.8,-4.7,12.4,9.1,77.8,-52.8,1.2,107.2,79.34988303246975,159.3,189.0,189.0,199.0,199.0,44.78,44.78,304.43,304.43,17,39.59545207751516,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,189.0,189.0,199.0,199.0,44.78,44.78,422.0,40.0,3.0,25.0,0.0,304.43,304.43,34905077812.55,34.905,296.0,large,equity,data_raw,144.5,-8.55,False
216,Q,Technology,43.1,100.0,6.1,,43.7,45.6,,,,,,43.1,46.3,-16.0,1.7,5.3,5.3,43.4,438.0,438.0,163.0,163.0,17.5,17.5,305.0,305.0,4,0.0,,,,,,,,,438.0,438.0,163.0,163.0,17.5,17.5,56.0,0.0,71.0,0.0,0.0,305.0,305.0,32405709882.45,32.406,309.0,other,equity,data_raw,171.52,-9.75,False
217,ADP,Industrials,-71.5,10.3,5.1,,1.0,0.4,-6.8,-20.9,-40.5,-52.7,-61.7,-71.5,62.9,-86.5,2.4,0.0,948.4978577185727,78.8,331.0,331.0,358.0,358.0,67.68,67.68,306.93,306.93,67,792.7488033277943,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,331.0,331.0,358.0,358.0,67.68,67.68,306.0,10.0,3.0,0.0,0.0,306.93,306.93,92462535793.51,92.463,130.0,large,equity,data_raw,294.35,-21.2,False
218,BG,Food Products,-21.9,39.5,6.3,,-0.7,-4.8,6.0,21.1,2.1,-14.8,1.2,-21.9,82.2,-88.8,2.0,0.0,-830.200876009481,128.4,228.0,228.0,246.0,246.0,79.87,79.87,308.02,308.02,19,-748.3879229017103,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,228.0,228.0,246.0,246.0,79.87,79.87,129.0,0.0,3.0,0.0,0.0,308.02,308.02,25109824088.04,25.11,359.0,other,equity,data_raw,134.865,-6.23,False
219,456680.KS,US AI Power,31.8,52.0,-7.2,,-11.4,-9.2,-5.1,12.0,34.9,,,31.8,33.0,-88.2,1.4,0.0,-2.6485629845964116,72.9,347.0,347.0,175.0,175.0,20.38,20.38,308.58,308.58,-22,21.383464141602325,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,347.0,347.0,175.0,175.0,20.38,20.38,235.0,4.0,29.0,25.0,0.0,308.58,308.58,632000000.0,0.632,,etf,etf,data_raw,12985.0,-17.67,False
220,MCO,Credit Rating & Analytics,-21.5,4.9,-1.8,,-4.8,-9.7,-14.7,-20.5,-32.2,-38.3,-47.4,-21.5,88.4,-27.0,1.5,0.0,287.76188718393877,128.7,227.0,227.0,245.0,245.0,82.78,82.78,310.48,310.48,34,-404.9016604955206,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,227.0,227.0,245.0,245.0,82.78,82.78,425.0,22.0,3.0,0.0,0.0,310.48,310.48,78455921061.56,78.456,158.0,large,equity,data_raw,546.88,-17.87,False
221,EXPD,Air Freight & Logistics,-34.5,33.0,3.4,,2.3,0.3,-1.8,7.0,-7.4,-21.8,-28.6,-34.5,44.4,-72.8,1.9,0.0,-351.1160993533599,115.7,254.0,254.0,275.0,275.0,72.25,72.25,310.55,310.55,3,-281.3559421162656,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,254.0,254.0,275.0,275.0,72.25,72.25,160.0,0.0,3.0,0.0,0.0,310.55,310.55,20943584765.92,20.944,402.0,other,equity,data_raw,167.19,-4.04,False
222,XLE,Index,-11.9,48.0,6.9,,-1.3,-5.7,3.4,10.5,-3.8,-1.8,21.5,-11.9,63.6,-80.5,1.5,0.0,-242.30436016724184,138.4,213.0,213.0,228.0,228.0,92.4,92.4,310.9,310.9,21,-221.87425245708104,EARLY_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,213.0,213.0,228.0,228.0,92.4,92.4,163.0,4.0,3.0,-2.0,0.0,310.9,310.9,38671941632.0,38.672,,etf,etf,data_raw,63.46,-7.42,False
223,BAC,Diversified Banks,-21.4,27.9,11.6,,1.0,-1.3,-4.8,-4.8,8.5,-3.6,-9.9,-21.4,46.0,-47.9,1.3,0.0,-1998.2906818182246,128.8,226.0,226.0,244.0,244.0,64.72,64.72,311.02,311.02,89,-1889.8351653928112,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,226.0,226.0,244.0,244.0,64.72,64.72,224.0,0.0,3.0,-4.0,0.0,311.02,311.02,384422302570.42,384.422,31.0,cap100,equity,data_raw,57.55,-6.46,False
224,FOXA,Entertainment,-6.8,38.2,5.5,,-1.7,-0.0,-7.5,-7.2,17.0,10.0,-3.1,-6.8,10.2,-73.0,1.4,0.0,-543.5143329456008,88.3,307.0,307.0,223.0,223.0,58.96,58.96,311.06,311.06,-12,-492.93556279814277,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,307.0,307.0,223.0,223.0,58.96,58.96,253.0,0.0,3.0,-6.0,0.0,311.06,311.06,13073997899.55,13.074,467.0,other,equity,data_raw,76.39,-12.44,False
225,160580.KS,Copper,-42.0,33.6,2.6,,2.4,-0.2,0.9,10.0,6.4,-7.3,-11.8,-42.0,32.3,-78.9,1.7,0.0,-340.9183286696471,108.3,268.0,268.0,291.0,291.0,68.6,68.6,311.25,311.25,49,-224.96890148461694,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,268.0,268.0,291.0,291.0,68.6,68.6,147.0,0.0,3.0,0.0,0.0,311.25,311.25,2081000000.0,2.081,,etf,etf,data_raw,17915.0,-3.6,False
226,CSX,Industrials,-2.7,36.0,4.5,,-0.3,-1.1,7.6,14.3,4.8,-9.4,-19.6,-2.7,65.1,-59.9,2.6,0.0,-455.1012799745501,147.6,203.0,203.0,216.0,216.0,100.5,100.5,312.35,312.35,-12,-390.7732218853769,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,203.0,203.0,216.0,216.0,100.5,100.5,130.0,0.0,3.0,0.0,0.0,312.35,312.35,85901758462.29,85.902,143.0,large,equity,data_raw,47.248,-0.55,False
227,DVN,Oil & Gas E&P,14.2,29.3,2.1,,-7.3,-9.6,-0.4,10.7,-17.0,-30.0,68.5,14.2,286.9,-103.1,1.4,-19.5,7.679121621755268,164.5,186.0,186.0,194.0,194.0,89.31,89.31,312.81,312.81,30,-8.708201618293437,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,186.0,186.0,194.0,194.0,89.31,89.31,204.0,4.0,3.0,-2.0,0.0,312.81,312.81,53045010826.88,53.045,228.0,large,equity,data_raw,52.7001,-15.98,False
228,XRP-USD,Cryptocurrency,31.4,9.4,-3.6,,-14.2,-20.5,-31.4,-50.8,-5.8,5.3,47.9,31.4,898.4,-75.3,1.5,3018.9,256.9381557743113,146.7,204.0,204.0,176.0,176.0,38.93,38.93,313.03,313.03,-29,-1211.219007410553,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,204.0,204.0,176.0,176.0,38.93,38.93,568.0,58.0,3.0,25.0,0.0,313.03,313.03,72817769575.58,72.818,,crypto,crypto,data_raw,3.0993,-64.09,False
229,ETH-USD,Cryptocurrency,113.7,11.1,-3.0,,-19.4,-22.8,-31.7,-47.5,-68.0,-83.8,50.0,113.7,1484.0,-71.9,1.7,3252.8,562.1019592220425,228.9,136.0,136.0,119.0,119.0,72.49,72.49,313.14,313.14,-25,-1949.7888727496127,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,136.0,136.0,119.0,119.0,72.49,72.49,571.0,58.0,3.0,25.0,0.0,313.14,313.14,214375030612.3,214.375,,crypto,crypto,data_raw,4755.2202,-66.31,False
